taxon,date,season,type,sample,process,sample.type,land.use,site,wet.mass,moisture,calc.dry.mass,temp,count
Poduromorpha,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,3
Symphypleona,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,41
Oribatida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,84
Mesostigmata,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Trombidiformes,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
other.acari,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,72
Araneae,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,1
Opiliones,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Scorpiones,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Pseudoscorpiones,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,4
Ixodida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Ricinulei,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Schizomida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Palpigradi,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,3
Chilopoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,5
Geophilomorpha,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Lithobiomorpha,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Scolopendromorpha,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Scutigeromorpha,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Diplopoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,6
Polyxenida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Chordeumatida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Polydesmida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Spirobolida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Spirostreptida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
other.diplopoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Symphyla,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,4
Tetramerocerata,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,2
Isopoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,2
Amphipoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Annelida,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Gastropoda,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Euonychophora,20/11/2022,wet,soil,5,t,soil,"""old-growth""",Achotines,868,40,520.8,,0
Unknown,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Hymenoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,20
Coleoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,12
Hemiptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,12
Diptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,8
Blattodea,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Thysanoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Psocoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Lepidoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Orthoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Trichoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Neuroptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Zoraptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Mecoptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Dermaptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Zygentoma,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Embioptera,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Archaeognatha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Protura,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,12
Diplura,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Entomobryomorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,27
Poduromorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Symphypleona,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,1
Oribatida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,109
Mesostigmata,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Trombidiformes,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
other.acari,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,50
Araneae,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Opiliones,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Scorpiones,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Pseudoscorpiones,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Ixodida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Ricinulei,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Schizomida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Palpigradi,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Chilopoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Geophilomorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Lithobiomorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Scolopendromorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Scutigeromorpha,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Diplopoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,17
Polyxenida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Chordeumatida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Polydesmida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Spirobolida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Spirostreptida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
other.diplopoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Symphyla,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,2
Tetramerocerata,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,4
Isopoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Amphipoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Annelida,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,1
Gastropoda,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Euonychophora,20/11/2022,wet,soil,6,t,soil,pasture,Venao,987,40,592.2,,0
Unknown,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,2
Hymenoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,30
Coleoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,14
Hemiptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,58
Diptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,5
Blattodea,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,54
Thysanoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,1
Psocoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Lepidoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,1
Orthoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Trichoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Neuroptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Zoraptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Mecoptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Dermaptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Zygentoma,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Embioptera,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Archaeognatha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Protura,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,4
Diplura,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,5
Entomobryomorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,45
Poduromorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,9
Symphypleona,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,14
Oribatida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,155
Mesostigmata,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Trombidiformes,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
other.acari,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,89
Araneae,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,2
Opiliones,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Scorpiones,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Pseudoscorpiones,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,2
Ixodida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Ricinulei,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Schizomida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Palpigradi,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Chilopoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,1
Geophilomorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Lithobiomorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Scolopendromorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Scutigeromorpha,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Diplopoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,4
Polyxenida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Chordeumatida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Polydesmida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Spirobolida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Spirostreptida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
other.diplopoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Symphyla,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,23
Tetramerocerata,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Isopoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Amphipoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Annelida,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,2
Gastropoda,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Euonychophora,20/11/2022,wet,soil,7,t,soil,"""old-growth""",Venao,1147,40,688.2,,0
Unknown,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Hymenoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Coleoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,12
Hemiptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,17
Diptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,2
Blattodea,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Thysanoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Psocoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Lepidoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Orthoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Trichoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Neuroptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Zoraptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Mecoptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Dermaptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Zygentoma,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Embioptera,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Archaeognatha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Protura,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Diplura,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,5
Entomobryomorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,23
Poduromorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Symphypleona,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,8
Oribatida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,70
Mesostigmata,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Trombidiformes,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
other.acari,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,24
Araneae,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Opiliones,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Scorpiones,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Pseudoscorpiones,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Ixodida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Ricinulei,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Schizomida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Palpigradi,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Chilopoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Geophilomorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Lithobiomorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Scolopendromorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Scutigeromorpha,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Diplopoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,7
Polyxenida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Chordeumatida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Polydesmida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Spirobolida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Spirostreptida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
other.diplopoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Symphyla,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,3
Tetramerocerata,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Isopoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Amphipoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Annelida,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,1
Gastropoda,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Euonychophora,20/11/2022,wet,soil,8,t,soil,silvopasture,Venao,981,40,588.6,,0
Unknown,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Hymenoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,1
Coleoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,7
Hemiptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,34
Diptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,10
Blattodea,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Thysanoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Psocoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Lepidoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Orthoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Trichoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Neuroptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Zoraptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Mecoptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Dermaptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Zygentoma,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Embioptera,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Archaeognatha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Protura,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,1
Diplura,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Entomobryomorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,18
Poduromorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,1
Symphypleona,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,16
Oribatida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,22
Mesostigmata,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Trombidiformes,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
other.acari,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,16
Araneae,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,1
Opiliones,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Scorpiones,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Pseudoscorpiones,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Ixodida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Ricinulei,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Schizomida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Palpigradi,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Chilopoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Geophilomorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Lithobiomorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Scolopendromorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Scutigeromorpha,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Diplopoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Polyxenida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Chordeumatida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Polydesmida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Spirobolida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Spirostreptida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
other.diplopoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Symphyla,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,1
Tetramerocerata,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Isopoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Amphipoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Annelida,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Gastropoda,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
Euonychophora,20/11/2022,wet,soil,9,t,soil,teak,Venao,934,40,560.4,,0
